 1     2     1
 1     2     4
 1     4     1
 1     4     2
 2     1     4
 2     1    20
 2     3     1
 2     3    14
 2     4     1
 2     4     9
 2     5     7
 2     5    18
 2     6     3
 2     7     5
 2     8     9
 2     8    11
 2     9    11
 2    10     9
 2    10    20
 2    11     9
 2    11    20
 2    12    13
 2    13    12
 2    13    20
 2    14     3
 2    14    25
 2    15    20
 2    16    10
 2    16    20
 2    17     9
 2    17    10
 2    18     5
 2    19    20
 2    20     1
 2    20    11
 2    21    20
 2    21    27
 2    22    10
 2    22    20
 2    23     9
 2    23    27
 2    24    20
 2    24    26
 2    25     3
 2    25     5
 2    26    20
 2    26    24
 2    27     4
 2    27    20
 2    28    25
 2    28    30
 2    29    10
 2    29    17
 2    30    18
 2    30    20
 2    31    30
 2    31    32
 2    32    30
 2    32    31
 2    33    25
 2    33    30
 2    34    10
 2    34    20
 2    35    28
 2    35    32
 2    36    20
 2    36    24
 3     1     2
 3     2    17
 3     4     2
 3     5    18
 3     6     2
 3     7     5
 3     9    27
 3    11     4
 3    13     2
 3    14    20
 3    16     2
 3    17     2
 3    18     5
 3    19    35
 3    20    14
 3    23    13
 3    25     7
 3    27     9
 3    28     2
 3    29    17
 3    30    28
 3    31     5
 3    32    14
 3    33     5
 3    35    28
 4     1     2
 4     2     1
 4     3     1
 4     3     5
 4     3     9
 4     5    20
 4     6     5
 4     7     2
 4     8     9
 4     8    11
 4     9    11
 4    10     2
 4    11     9
 4    12    13
 4    13    12
 4    14    17
 4    14    20
 4    15     2
 4    15    12
 4    15    13
 4    16     2
 4    17     2
 4    17     9
 4    18     5
 4    19     2
 4    19    12
 4    20    26
 4    21     9
 4    22    21
 4    23    24
 4    23    25
 4    23    26
 4    24    23
 4    24    25
 4    24    26
 4    25    23
 4    25    24
 4    25    26
 4    26    23
 4    27    22
 4    28     5
 4    29    17
 4    29    27
 4    30    31
 4    30    32
 4    31    32
 4    32    30
 4    33    32
 4    34    16
 4    34    27
 4    35    28
 4    36    26
 5     1     2
 5     1    11
 5     1    12
 5     1    15
 5     1    20
 5     1    26
 5     2     1
 5     2     9
 5     2    11
 5     2    12
 5     2    20
 5     3     1
 5     3     2
 5     3    20
 5     4     1
 5     4     2
 5     4     9
 5     4    11
 5     4    12
 5     4    17
 5     4    20
 5     6     2
 5     6    11
 5     6    12
 5     6    20
 5     7     2
 5     7    12
 5     7    14
 5     7    18
 5     7    20
 5     8     1
 5     8     2
 5     8    11
 5     9     2
 5     9     4
 5     9    11
 5     9    17
 5    10     2
 5    10     4
 5    10    12
 5    10    15
 5    10    17
 5    10    20
 5    11     1
 5    11     2
 5    11     8
 5    11     9
 5    12     2
 5    12     9
 5    12    13
 5    12    15
 5    12    20
 5    12    26
 5    13     1
 5    13     2
 5    13    12
 5    13    20
 5    13    24
 5    14     2
 5    14    12
 5    14    15
 5    14    17
 5    14    20
 5    15     1
 5    15     9
 5    15    12
 5    15    20
 5    15    26
 5    16     1
 5    16     2
 5    16     4
 5    16    15
 5    16    17
 5    16    20
 5    17     2
 5    17     9
 5    17    12
 5    17    15
 5    17    20
 5    18     1
 5    18    12
 5    18    13
 5    18    15
 5    18    20
 5    18    26
 5    19     2
 5    19     4
 5    19     9
 5    19    12
 5    19    20
 5    20     1
 5    20     2
 5    20     4
 5    20    12
 5    20    15
 5    20    17
 5    21     1
 5    21     9
 5    21    11
 5    21    12
 5    21    24
 5    21    26
 5    22     1
 5    22     2
 5    22    11
 5    22    12
 5    22    20
 5    23     1
 5    23     9
 5    23    11
 5    23    24
 5    23    26
 5    24     1
 5    24     2
 5    24     9
 5    24    12
 5    24    17
 5    24    26
 5    25     2
 5    25     9
 5    25    12
 5    25    15
 5    25    17
 5    25    20
 5    25    24
 5    25    26
 5    26     1
 5    26     8
 5    26    11
 5    26    12
 5    26    17
 5    26    20
 5    27     2
 5    27     9
 5    27    11
 5    27    12
 5    27    15
 5    27    20
 5    28    12
 5    28    14
 5    28    15
 5    28    20
 5    28    26
 5    29     2
 5    29     9
 5    29    12
 5    29    15
 5    29    17
 5    29    20
 5    29    26
 5    30     1
 5    30    11
 5    30    12
 5    30    15
 5    30    20
 5    30    22
 5    30    24
 5    30    26
 5    31    11
 5    31    12
 5    31    13
 5    31    18
 5    31    24
 5    31    26
 5    32     1
 5    32    12
 5    32    15
 5    32    18
 5    32    20
 5    32    22
 5    32    26
 5    33     1
 5    33    12
 5    33    13
 5    33    18
 5    33    20
 5    33    26
 5    34    12
 5    34    15
 5    34    16
 5    34    17
 5    34    20
 5    34    27
 5    34    29
 5    35    12
 5    35    14
 5    35    17
 5    35    19
 5    36     2
 5    36    12
 5    36    15
 5    36    17
 5    36    20
 5    36    26
 6     1     2
 6     2     3
 6     3    14
 6     4     2
 6     5     7
 6     7     5
 6     8    13
 6     9     2
 6    10     2
 6    11     2
 6    12     2
 6    13     2
 6    14     3
 6    15     2
 6    16     2
 6    17     2
 6    18     5
 6    19     2
 6    20     2
 6    21     2
 6    22     2
 6    23    11
 6    24     2
 6    25    20
 6    26     2
 6    27     2
 6    28    14
 6    29     2
 6    30     3
 6    31     5
 6    32    14
 6    33     5
 6    34     2
 6    35    14
 6    36     2
 7     1    20
 7     2     4
 7     2    12
 7     2    20
 7     3     2
 7     3     5
 7     4     9
 7     4    20
 7     5     7
 7     5    18
 7     6     5
 7     6     7
 7     8     1
 7     8     9
 7     9     1
 7     9     4
 7    10     2
 7    11     9
 7    11    12
 7    12     9
 7    12    11
 7    14    25
 7    16     2
 7    16    20
 7    17     9
 7    17    12
 7    18     5
 7    18     7
 7    21    23
 7    21    24
 7    23    21
 7    23    24
 7    24    21
 7    24    23
 7    25    24
 7    25    26
 7    26     1
 7    26    11
 7    27     4
 7    27     9
 7    28     5
 7    28     7
 7    29     4
 7    29    27
 7    30     5
 7    31    32
 7    31    35
 7    32    28
 7    32    30
 7    33     5
 7    33     7
 7    34     2
 7    35    19
 7    35    28
 8     1     4
 8     2     1
 8     3     1
 8     4     9
 8     5     1
 8     6     5
 8     7     5
 8     9    11
 8    10    20
 8    11     9
 8    12    13
 8    13    12
 8    14     5
 8    15    20
 8    16     2
 8    17     2
 8    18     5
 8    19    20
 8    20    24
 8    21    20
 8    22    20
 8    23    26
 8    24    20
 8    25     5
 8    26    20
 8    27    20
 8    28     5
 8    29    34
 8    30     5
 8    31     5
 8    32     5
 8    33     5
 8    34    29
 8    35     5
 8    36    20
 9     1     4
 9     1     8
 9     2     4
 9     3    20
 9     4     8
 9     4    11
 9     5     8
 9     5    11
 9     5    20
 9     6    20
 9     7     2
 9     7    20
 9     8    11
 9    10    20
 9    11     9
 9    12     1
 9    12     2
 9    12     3
 9    12     4
 9    12     8
 9    12    10
 9    12    11
 9    13    20
 9    13    24
 9    14    20
 9    15    20
 9    16    20
 9    17    11
 9    18     5
 9    19    20
 9    20    13
 9    20    21
 9    20    24
 9    21    11
 9    22    20
 9    23    20
 9    24    13
 9    24    20
 9    24    21
 9    25    20
 9    26    20
 9    27     9
 9    27    11
 9    27    21
 9    28     5
 9    29     4
 9    30     5
 9    31     5
 9    32     5
 9    33    20
 9    34    29
 9    35    20
 9    36    20
10     1     2
10     1     3
10     1     4
10     2     1
10     2     3
10     2     4
10     3     1
10     3     2
10     3     4
10     4     9
10     4    11
10     5     1
10     6     2
10     6     5
10     7     2
10     7     5
10     8     9
10     8    11
10     9     8
10     9    11
10     9    27
10    11     8
10    11     9
10    12     9
10    12    13
10    13     9
10    13    12
10    14     1
10    14     5
10    14    17
10    15    12
10    15    13
10    15    20
10    16    11
10    16    12
10    16    17
10    17     2
10    17     9
10    17    11
10    18     3
10    18     5
10    19    12
10    19    13
10    19    20
10    20    12
10    20    13
10    20    21
10    21     9
10    21    11
10    22    11
10    22    12
10    22    20
10    23     9
10    23    24
10    24    11
10    24    12
10    24    25
10    24    26
10    25     3
10    25    24
10    25    26
10    26    11
10    26    24
10    27     8
10    27     9
10    27    11
10    27    29
10    27    34
10    28     3
10    28    17
10    28    20
10    28    25
10    29     4
10    29     9
10    29    27
10    29    34
10    30     5
10    30    25
10    31    25
10    31    32
10    32    28
10    33     5
10    33    28
10    33    31
10    34    16
10    34    20
10    34    27
10    34    29
10    35    28
10    35    32
10    36    24
10    36    26
10    36    34
11     1     2
11     1     4
11     1     8
11     2     1
11     2     4
11     2     8
11     3     1
11     3     2
11     3     4
11     3     8
11     4     1
11     4     2
11     4     8
11     5     1
11     5     2
11     5     4
11     5     8
11     6     1
11     6     2
11     6     4
11     6     8
11     7     1
11     7     2
11     7     4
11     7     8
11     8     1
11     8     2
11     8     4
11     9     1
11     9     2
11     9     4
11     9     8
11    10     1
11    10     2
11    10     4
11    10     8
11    12     1
11    12     2
11    12     4
11    12     8
11    13     1
11    13     2
11    13     4
11    13     8
11    14     1
11    14     2
11    14     4
11    14     8
11    15     1
11    15     2
11    15     4
11    15     8
11    16     1
11    16     2
11    16     4
11    16     8
11    17     1
11    17     2
11    17     4
11    17     8
11    18     1
11    18     2
11    18     4
11    18     8
11    19     1
11    19     2
11    19     4
11    19     8
11    20     8
11    20     9
11    20    26
11    21     1
11    21     8
11    21    26
11    22     1
11    22     8
11    22    26
11    23     1
11    23     8
11    23    26
11    24     1
11    24     8
11    24    26
11    25     5
11    25     8
11    26     5
11    26     8
11    27     1
11    27     8
11    27    26
11    28     1
11    28     5
11    28     8
11    28    26
11    29     1
11    29     8
11    29    26
11    30     1
11    30     5
11    30     8
11    30    26
11    31     1
11    31     5
11    31     8
11    31    26
11    32     1
11    32     5
11    32     8
11    32    26
11    33     1
11    33     5
11    33     8
11    33    26
11    34     1
11    34     8
11    34    26
11    35     1
11    35     5
11    35     8
11    35    26
11    36     1
11    36     8
11    36    26
12     1     2
12     1     4
12     1     5
12     1     8
12     1    20
12     2     1
12     2     4
12     2    20
12     3     1
12     3     4
12     3     5
12     3    20
12     4     1
12     4     2
12     4    17
12     4    20
12     5     1
12     5     4
12     5    14
12     5    20
12     5    26
12     6     1
12     6     5
12     6    20
12     7     2
12     7     5
12     7    14
12     7    20
12     8     1
12     8     5
12     8     9
12     8    11
12     8    20
12     9     8
12     9    11
12     9    17
12     9    20
12    10     8
12    10     9
12    10    11
12    10    17
12    10    20
12    11     8
12    11     9
12    11    20
12    11    26
12    13     1
12    13    11
12    13    20
12    13    21
12    13    24
12    13    26
12    14     4
12    14     5
12    14    17
12    14    20
12    15     1
12    15     4
12    15    16
12    15    17
12    15    20
12    16     9
12    16    15
12    16    17
12    16    20
12    17     8
12    17     9
12    17    11
12    17    14
12    17    20
12    18     5
12    18    14
12    18    20
12    19    15
12    19    20
12    19    26
12    19    35
12    20     1
12    20     5
12    20    13
12    20    14
12    20    21
12    20    24
12    21     9
12    21    11
12    21    13
12    21    20
12    21    24
12    22     1
12    22     5
12    22     8
12    22    11
12    22    20
12    22    26
12    23     9
12    23    11
12    23    13
12    23    20
12    23    21
12    23    24
12    23    26
12    24     1
12    24    13
12    24    20
12    24    26
12    25     5
12    25    14
12    25    17
12    25    20
12    26     1
12    26     5
12    26    11
12    26    17
12    26    20
12    27    20
12    27    21
12    27    23
12    27    24
12    27    26
12    27    29
12    27    34
12    28     5
12    28    14
12    28    17
12    28    20
12    28    25
12    29     4
12    29     9
12    29    17
12    29    20
12    29    34
12    30     5
12    30    14
12    30    20
12    30    26
12    30    27
12    31     5
12    31    20
12    31    24
12    31    26
12    31    30
12    31    32
12    31    34
12    32     5
12    32    20
12    32    31
12    32    34
12    33     5
12    33    20
12    33    31
12    33    32
12    34    16
12    34    17
12    34    20
12    34    27
12    34    29
12    35    14
12    35    19
12    35    20
12    35    25
12    35    28
12    36    20
12    36    24
12    36    26
12    36    34
13     1     2
13     1     4
13     1     8
13     2     1
13     2     4
13     2     8
13     3     1
13     3     2
13     4     1
13     4     2
13     4     8
13     4     9
13     5     1
13     5    18
13     6     1
13     6    11
13     7     2
13     7     5
13     8     1
13     8    11
13     9     1
13     9    11
13     9    21
13    10     1
13    10     2
13    11     1
13    11     8
13    12     1
13    12     8
13    14     1
13    14     5
13    15    20
13    15    26
13    16     1
13    16     8
13    17     1
13    17    11
13    18     5
13    18    26
13    19     1
13    19     2
13    20    11
13    20    21
13    21     1
13    21    11
13    22     8
13    22    11
13    23     1
13    23    22
13    24     1
13    24    11
13    25     5
13    25     8
13    26    20
13    26    24
13    27    21
13    27    26
13    28     5
13    28    25
13    29    17
13    29    26
13    30     5
13    30    26
13    31     5
13    31    26
13    32     5
13    32    26
13    33     5
13    33    31
13    34    12
13    34    26
13    35    25
13    36    20
13    36    24
14     1     2
14     1    13
14     1    20
14     1    22
14     2     1
14     2     4
14     2    12
14     2    13
14     2    17
14     2    20
14     2    22
14     3    14
14     4     2
14     4    12
14     4    13
14     4    20
14     4    22
14     5     1
14     5    13
14     5    18
14     5    22
14     6    14
14     7     2
14     7     5
14     8     1
14     8     4
14     8    13
14     8    22
14     8    26
14     9     2
14     9     4
14     9    13
14     9    20
14    10     2
14    10    13
14    10    22
14    11     1
14    11    13
14    11    22
14    12    13
14    12    22
14    12    26
14    13    20
14    13    22
14    13    26
14    15     2
14    15     4
14    15    13
14    15    22
14    16     2
14    16    13
14    16    22
14    17     2
14    17    12
14    17    13
14    18     3
14    18     5
14    19    13
14    19    26
14    19    35
14    20    12
14    20    13
14    20    14
14    20    22
14    21    13
14    21    22
14    21    23
14    21    26
14    22     1
14    22    13
14    22    20
14    23    13
14    23    20
14    23    22
14    23    24
14    24    13
14    24    20
14    24    22
14    25    12
14    25    13
14    25    22
14    25    26
14    26    13
14    26    22
14    26    24
14    27    13
14    27    29
14    27    34
14    28    14
14    28    20
14    29     4
14    29    13
14    29    27
14    29    34
14    30    13
14    30    20
14    30    22
14    30    26
14    31     5
14    31    18
14    32     5
14    32    22
14    32    26
14    33     5
14    33    13
14    33    20
14    34    16
14    34    27
14    34    29
14    35    12
14    35    16
14    35    19
14    36    13
14    36    22
14    36    26
15     1     2
15     2     1
15     3     1
15     4     9
15     5     1
15     6    12
15     7     2
15     8     9
15     9    11
15    10    12
15    11    21
15    12    13
15    13    12
15    14    20
15    16    12
15    17     2
15    18     3
15    19    12
15    19    15
15    19    35
15    20    21
15    20    22
15    21    20
15    22    20
15    23     9
15    24    22
15    25    28
15    26    20
15    27    11
15    28    35
15    29    34
15    30    20
15    31    20
15    32    31
15    33     5
15    34    36
15    35    19
15    35    28
15    36    34
16     1     2
16     1     4
16     1     5
16     1     9
16     1    12
16     1    13
16     1    20
16     2     1
16     2     4
16     2     7
16     2     9
16     2    17
16     2    20
16     3     1
16     3     2
16     3     4
16     3     5
16     3    14
16     3    20
16     4     1
16     4     2
16     4     3
16     4     5
16     4     8
16     4     9
16     4    11
16     4    12
16     4    13
16     4    14
16     4    20
16     5     1
16     5     2
16     5     3
16     5     4
16     5    14
16     5    18
16     5    20
16     6     1
16     6     2
16     6     5
16     6    14
16     7     1
16     7     2
16     7     5
16     7    14
16     7    20
16     8     1
16     8     2
16     8     4
16     8     5
16     8     9
16     8    11
16     9     1
16     9     2
16     9     4
16     9     5
16     9     8
16     9    11
16     9    12
16     9    13
16     9    17
16     9    20
16    10     1
16    10     2
16    10     4
16    10     5
16    10     8
16    10     9
16    10    11
16    10    12
16    10    13
16    10    14
16    10    15
16    10    17
16    10    20
16    10    22
16    11     1
16    11     2
16    11     4
16    11     5
16    11     8
16    11     9
16    11    12
16    11    13
16    11    17
16    11    20
16    11    21
16    12     1
16    12     2
16    12     4
16    12     8
16    12     9
16    12    11
16    12    13
16    12    20
16    13     1
16    13     2
16    13     4
16    13     8
16    13     9
16    13    12
16    13    15
16    13    20
16    13    21
16    13    23
16    13    26
16    13    27
16    14     1
16    14     2
16    14     4
16    14     5
16    14     9
16    14    17
16    14    20
16    15     1
16    15     2
16    15     4
16    15     9
16    15    12
16    15    13
16    15    17
16    15    20
16    15    22
16    15    23
16    15    26
16    15    27
16    15    29
16    17     1
16    17     2
16    17     4
16    17     9
16    17    11
16    17    12
16    17    13
16    17    14
16    17    15
16    17    20
16    17    21
16    17    22
16    17    23
16    17    24
16    17    25
16    17    26
16    17    27
16    17    28
16    17    29
16    17    30
16    18     1
16    18     2
16    18     3
16    18     4
16    18     5
16    18     8
16    18     9
16    18    11
16    18    14
16    18    15
16    18    17
16    18    19
16    18    20
16    18    21
16    18    22
16    18    23
16    18    24
16    18    25
16    18    26
16    18    27
16    18    28
16    18    30
16    19     1
16    19     2
16    19     4
16    19     9
16    19    12
16    19    13
16    19    14
16    19    15
16    19    17
16    19    20
16    19    22
16    19    26
16    19    27
16    19    29
16    20     1
16    20     2
16    20     4
16    20     5
16    20     8
16    20     9
16    20    11
16    20    12
16    20    13
16    20    14
16    20    15
16    20    17
16    20    21
16    20    22
16    20    23
16    20    24
16    20    26
16    20    27
16    21     1
16    21     2
16    21     4
16    21     8
16    21     9
16    21    11
16    21    13
16    21    15
16    21    17
16    21    22
16    21    23
16    21    24
16    21    25
16    21    26
16    21    27
16    21    29
16    22     1
16    22     2
16    22     4
16    22     8
16    22     9
16    22    12
16    22    13
16    22    14
16    22    15
16    22    17
16    22    20
16    22    21
16    22    23
16    22    24
16    22    26
16    22    27
16    22    29
16    23     1
16    23     2
16    23     4
16    23     8
16    23     9
16    23    11
16    23    13
16    23    14
16    23    15
16    23    17
16    23    20
16    23    21
16    23    22
16    23    24
16    23    26
16    23    27
16    23    28
16    23    29
16    23    30
16    24     1
16    24     2
16    24     4
16    24     8
16    24     9
16    24    11
16    24    12
16    24    13
16    24    14
16    24    15
16    24    17
16    24    20
16    24    21
16    24    22
16    24    23
16    24    25
16    24    26
16    24    27
16    24    29
16    25     1
16    25     2
16    25     4
